"","X","pmid","title","publicationyear","MR","surname","given_name","author_code","gender","affil_main","affil_cat","author_position","last_position","first_position","max","RCR","cit","jif"
"138",138,19142294,"Electronic medical record systems, data quality and loss to follow-up: Survey of antiretroviral therapy programmes in resource-limited settings",2008,1,"egger","matthias",138,"male","Switzerland","High",11,1,0,11,3.87,115,6.818
"139",139,19287300,"Detection of tuberculosis in HIV-infected children using an enzyme-linked immunospot assay",2009,0,"davies","mary-ann",5236,"female","South Africa","Upper middle",1,0,1,12,1.07,30,4.499
"140",140,19287300,"Detection of tuberculosis in HIV-infected children using an enzyme-linked immunospot assay",2009,0,"connell","tom",251243,"male","Australia","High",2,0,0,12,1.07,30,4.499
"141",141,19287300,"Detection of tuberculosis in HIV-infected children using an enzyme-linked immunospot assay",2009,0,"johannisen","christine",230245,"female","South Africa","Upper middle",3,0,0,12,1.07,30,4.499
"142",142,19287300,"Detection of tuberculosis in HIV-infected children using an enzyme-linked immunospot assay",2009,0,"wood","kathryn",4632,"female","South Africa","Upper middle",4,0,0,12,1.07,30,4.499
"143",143,19287300,"Detection of tuberculosis in HIV-infected children using an enzyme-linked immunospot assay",2009,0,"pienaar","sandy",253247,"female","South Africa","Upper middle",5,0,0,12,1.07,30,4.499
"144",144,19287300,"Detection of tuberculosis in HIV-infected children using an enzyme-linked immunospot assay",2009,0,"wilkinson","katalin a.",127,"female","South Africa","Upper middle",6,0,0,12,1.07,30,4.499
"145",145,19287300,"Detection of tuberculosis in HIV-infected children using an enzyme-linked immunospot assay",2009,0,"wilkinson","robert j.",97,"male","South Africa","Upper middle",7,0,0,12,1.07,30,4.499
"146",146,19287300,"Detection of tuberculosis in HIV-infected children using an enzyme-linked immunospot assay",2009,0,"zar","heather j.",254248,"female","South Africa","Upper middle",8,0,0,12,1.07,30,4.499
"147",147,19287300,"Detection of tuberculosis in HIV-infected children using an enzyme-linked immunospot assay",2009,0,"eley","brian",157227,"male","South Africa","Upper middle",9,0,0,12,1.07,30,4.499
"148",148,19287300,"Detection of tuberculosis in HIV-infected children using an enzyme-linked immunospot assay",2009,0,"beatty","david",29242,"male","South Africa","Upper middle",10,0,0,12,1.07,30,4.499
"149",149,19287300,"Detection of tuberculosis in HIV-infected children using an enzyme-linked immunospot assay",2009,0,"curtis","nigel",252244,"male","Australia","High",11,0,0,12,1.07,30,4.499
"150",150,19287300,"Detection of tuberculosis in HIV-infected children using an enzyme-linked immunospot assay",2009,0,"nicoi","mark p.",54246,"male","South Africa","Upper middle",12,1,0,12,1.07,30,4.499
"151",151,19399157,"Mortality of HIV-infected patients starting antiretroviral therapy in sub-Saharan Africa: Comparison with HIV-unrelated mortality",2009,1,"brinkhof","martin w. g.",1424,"male","Switzerland","High",1,0,1,9,4.84,150,11.048
"152",152,19399157,"Mortality of HIV-infected patients starting antiretroviral therapy in sub-Saharan Africa: Comparison with HIV-unrelated mortality",2009,1,"boulle","andrew",522,"male","South Africa","Upper middle",2,0,0,9,4.84,150,11.048
"153",153,19399157,"Mortality of HIV-infected patients starting antiretroviral therapy in sub-Saharan Africa: Comparison with HIV-unrelated mortality",2009,1,"weigel","ralf",7354,"male","Malawi","Lower",3,0,0,9,4.84,150,11.048
"154",154,19399157,"Mortality of HIV-infected patients starting antiretroviral therapy in sub-Saharan Africa: Comparison with HIV-unrelated mortality",2009,1,"messou","eugene",256250,"male","Cote d'Ivoire","Lower",4,0,0,9,4.84,150,11.048
"155",155,19399157,"Mortality of HIV-infected patients starting antiretroviral therapy in sub-Saharan Africa: Comparison with HIV-unrelated mortality",2009,1,"mathers","colin",255249,"male","Switzerland","High",5,0,0,9,4.84,150,11.048
"156",156,19399157,"Mortality of HIV-infected patients starting antiretroviral therapy in sub-Saharan Africa: Comparison with HIV-unrelated mortality",2009,1,"orrell","catherine",57224,"female","South Africa","Upper middle",6,0,0,9,4.84,150,11.048
"157",157,19399157,"Mortality of HIV-infected patients starting antiretroviral therapy in sub-Saharan Africa: Comparison with HIV-unrelated mortality",2009,1,"dabis","francois",86,"male","France","High",7,0,0,9,4.84,150,11.048
"158",158,19399157,"Mortality of HIV-infected patients starting antiretroviral therapy in sub-Saharan Africa: Comparison with HIV-unrelated mortality",2009,1,"pascoe","margaret",3729,"female","Zimbabwe","Lower",8,0,0,9,4.84,150,11.048
"159",159,19399157,"Mortality of HIV-infected patients starting antiretroviral therapy in sub-Saharan Africa: Comparison with HIV-unrelated mortality",2009,1,"egger","matthias",138,"male","Switzerland","High",9,1,0,9,4.84,150,11.048
"160",160,19413745,"The impact of gender and income on survival and retention in a south african antiretroviral therapy programme",2009,0,"cornell","morna",64243,"female","South Africa","Upper middle",1,0,1,5,3.5,97,2.423
"161",161,19413745,"The impact of gender and income on survival and retention in a south african antiretroviral therapy programme",2009,0,"myer","landon",218201,"male","South Africa","Upper middle",2,0,0,5,3.5,97,2.423
"162",162,19413745,"The impact of gender and income on survival and retention in a south african antiretroviral therapy programme",2009,0,"kaplan","richard",8263,"male","South Africa","Upper middle",3,0,0,5,3.5,97,2.423
"163",163,19413745,"The impact of gender and income on survival and retention in a south african antiretroviral therapy programme",2009,0,"bekker","linda-gail",5035,"female","South Africa","Upper middle",4,0,0,5,3.5,97,2.423
"164",164,19413745,"The impact of gender and income on survival and retention in a south african antiretroviral therapy programme",2009,0,"wood","robin",4532,"male","South Africa","Upper middle",5,1,0,5,3.5,97,2.423
"165",165,19531928,"Switching to second-line antiretroviral therapy in resource-limited settings: Comparison of programmes with and without viral load monitoring",2009,1,"keiser","olivia",6750,"female","Switzerland","High",1,0,1,18,3.8,115,4.499
"166",166,19531928,"Switching to second-line antiretroviral therapy in resource-limited settings: Comparison of programmes with and without viral load monitoring",2009,1,"tweya","hannock",7253,"male","France","High",2,0,0,18,3.8,115,4.499
"167",167,19531928,"Switching to second-line antiretroviral therapy in resource-limited settings: Comparison of programmes with and without viral load monitoring",2009,1,"boulle","andrew",522,"male","South Africa","Upper middle",3,0,0,18,3.8,115,4.499
"168",168,19531928,"Switching to second-line antiretroviral therapy in resource-limited settings: Comparison of programmes with and without viral load monitoring",2009,1,"braitstein","paula",3123,"female","Kenya","Lower",4,0,0,18,3.8,115,4.499
"169",169,19531928,"Switching to second-line antiretroviral therapy in resource-limited settings: Comparison of programmes with and without viral load monitoring",2009,1,"schechter","mauro",2415,"male","Brazil","Upper middle",5,0,0,18,3.8,115,4.499
"170",170,19531928,"Switching to second-line antiretroviral therapy in resource-limited settings: Comparison of programmes with and without viral load monitoring",2009,1,"brinkhof","martin w.g.",1424,"male","Switzerland","High",6,0,0,18,3.8,115,4.499
"171",171,19531928,"Switching to second-line antiretroviral therapy in resource-limited settings: Comparison of programmes with and without viral load monitoring",2009,1,"dabis","francois",86,"male","France","High",7,0,0,18,3.8,115,4.499
"172",172,19531928,"Switching to second-line antiretroviral therapy in resource-limited settings: Comparison of programmes with and without viral load monitoring",2009,1,"tuboi","suely h.",2719,"female","Brazil","Upper middle",8,0,0,18,3.8,115,4.499
"173",173,19531928,"Switching to second-line antiretroviral therapy in resource-limited settings: Comparison of programmes with and without viral load monitoring",2009,1,"sprinz","eduardo",2618,"male","Brazil","Upper middle",9,0,0,18,3.8,115,4.499
"174",174,19531928,"Switching to second-line antiretroviral therapy in resource-limited settings: Comparison of programmes with and without viral load monitoring",2009,1,"pujades-rodriguez","mar",2314,"female","France","High",10,0,0,18,3.8,115,4.499
"175",175,19531928,"Switching to second-line antiretroviral therapy in resource-limited settings: Comparison of programmes with and without viral load monitoring",2009,1,"calmy","alexandra",155349,"female","Switzerland","High",11,0,0,18,3.8,115,4.499
"176",176,19531928,"Switching to second-line antiretroviral therapy in resource-limited settings: Comparison of programmes with and without viral load monitoring",2009,1,"kumarasamy","nagalingeswaran",1710,"male","India","Lower",12,0,0,18,3.8,115,4.499
"177",177,19531928,"Switching to second-line antiretroviral therapy in resource-limited settings: Comparison of programmes with and without viral load monitoring",2009,1,"nash","denis",109195,"male","United States","High",13,0,0,18,3.8,115,4.499
"178",178,19531928,"Switching to second-line antiretroviral therapy in resource-limited settings: Comparison of programmes with and without viral load monitoring",2009,1,"jahn","andreas",54,"male","United Kingdom","High",14,0,0,18,3.8,115,4.499
"179",179,19531928,"Switching to second-line antiretroviral therapy in resource-limited settings: Comparison of programmes with and without viral load monitoring",2009,1,"macphail","patrick",170251,"male","South Africa","Upper middle",15,0,0,18,3.8,115,4.499
"180",180,19531928,"Switching to second-line antiretroviral therapy in resource-limited settings: Comparison of programmes with and without viral load monitoring",2009,1,"luthy","ruedi",265263,"male","Zimbabwe","Lower",16,0,0,18,3.8,115,4.499
"181",181,19531928,"Switching to second-line antiretroviral therapy in resource-limited settings: Comparison of programmes with and without viral load monitoring",2009,1,"wood","robin",4532,"male","South Africa","Upper middle",17,0,0,18,3.8,115,4.499
"182",182,19531928,"Switching to second-line antiretroviral therapy in resource-limited settings: Comparison of programmes with and without viral load monitoring",2009,1,"egger","matthias",138,"male","Switzerland","High",18,1,0,18,3.8,115,4.499
"183",183,19624478,"Accuracy of WHO CD4 cell count criteria for virological failure of antiretroviral therapy",2009,1,"keiser","olivia",6750,"female","Switzerland","High",1,0,1,8,2.16,66,2.423
"184",184,19624478,"Accuracy of WHO CD4 cell count criteria for virological failure of antiretroviral therapy",2009,1,"macphail","patrick",170251,"male","South Africa","Upper middle",2,0,0,8,2.16,66,2.423
"185",185,19624478,"Accuracy of WHO CD4 cell count criteria for virological failure of antiretroviral therapy",2009,1,"boulle","andrew",522,"male","South Africa","Upper middle",3,0,0,8,2.16,66,2.423
"186",186,19624478,"Accuracy of WHO CD4 cell count criteria for virological failure of antiretroviral therapy",2009,1,"wood","robin",4532,"male","South Africa","Upper middle",4,0,0,8,2.16,66,2.423
"187",187,19624478,"Accuracy of WHO CD4 cell count criteria for virological failure of antiretroviral therapy",2009,1,"schechter","mauro",2415,"male","Brazil","Upper middle",5,0,0,8,2.16,66,2.423
"188",188,19624478,"Accuracy of WHO CD4 cell count criteria for virological failure of antiretroviral therapy",2009,1,"dabis","francois",86,"male","France","High",6,0,0,8,2.16,66,2.423
"189",189,19624478,"Accuracy of WHO CD4 cell count criteria for virological failure of antiretroviral therapy",2009,1,"sprinz","eduardo",2618,"male","Brazil","Upper middle",7,0,0,8,2.16,66,2.423
"190",190,19624478,"Accuracy of WHO CD4 cell count criteria for virological failure of antiretroviral therapy",2009,1,"egger","matthias",138,"male","Switzerland","High",8,1,0,8,2.16,66,2.423
"191",191,19673616,"Assessing the contribution of the immune reconstitution inflammatory syndrome to mortality in developing country antiretroviral therapy programs",2009,9,"davies","mary-ann",5236,"female","South Africa","Upper middle",1,0,1,2,0.46,15,9.055
"192",192,19673616,"Assessing the contribution of the immune reconstitution inflammatory syndrome to mortality in developing country antiretroviral therapy programs",2009,9,"meintjes","graeme",257252,"male","South Africa","Upper middle",2,1,0,2,0.46,15,9.055
"193",193,19848608,"CD4 + T cell count decreases by ethnicity among untreated patients with HIV infection in South Africa and Switzerland",2009,1,"may","margaret",37198,"female","United Kingdom","High",1,0,1,7,0.57,21,5.045
"194",194,19848608,"CD4 + T cell count decreases by ethnicity among untreated patients with HIV infection in South Africa and Switzerland",2009,1,"wood","robin",4532,"male","South Africa","Upper middle",2,0,0,7,0.57,21,5.045
